pincode,post_office,district,state
754246,Bo,Kendrapara,Odisha
754224,Bo,Kendrapara,Odisha
754213,Bo,Kendrapara,Odisha
754231,Bo,Kendrapara,Odisha
754227,Bo,Kendrapara,Odisha
754215,Bo,Kendrapara,Odisha
755061,Bo,Kendrapara,Odisha
752001,Po,Puri,Odisha
226001,Po,Lucknow,Uttar Pradesh
142049,Bo,Moga,Punjab
752004,Po,Puri,Odisha
813101,Bo,Banka,Bihar
841420,Bo,Gopalganj,Bihar
841423,Bo,Gopalganj,Bihar
382122,Bo,Gandhinagar,Gujarat
385421,Bo,Banas Kantha,Gujarat
144402,Bo,Kapurthala,Punjab
847201,Bo,Darbhanga,Bihar
847103,Bo,Darbhanga,Bihar
480997,Bo,Seoni,Madhya Pradesh
605403,Po,Villupuram,Tamil Nadu
202001,Po,Aligarh,Uttar Pradesh
226003,Po,Lucknow,Uttar Pradesh
754220,Bo,Kendrapara,Odisha
284001,Po,Jhansi,Uttar Pradesh
811301,Bo,Jamui,Bihar
811303,Bo,Jamui,Bihar
848114,Bo,Samastipur,Bihar
754225,Bo,Kendrapara,Odisha
754212,Bo,Kendrapara,Odisha
754250,Bo,Kendrapara,Odisha
845107,Bo,Pashchim Champaran,Bihar
841440,Bo,Gopalganj,Bihar
841416,Bo,Gopalganj,Bihar
845101,Bo,Pashchim Champaran,Bihar
845438,Bo,Pashchim Champaran,Bihar
804401,Bo,Arwal,Bihar
752119,Bo,Puri,Odisha
752107,Bo,Puri,Odisha
752106,Bo,Puri,Odisha
752104,Bo,Puri,Odisha
636705,Po,Dharmapuri,Tamil Nadu
804432,Bo,Jehanabad,Bihar
804405,Bo,Jehanabad,Bihar
754200,Bo,Cuttack,Odisha
841231,Bo,Siwan,Bihar
841227,Bo,Siwan,Bihar
841434,Bo,Siwan,Bihar
841435,Bo,Siwan,Bihar
841236,Bo,Siwan,Bihar
841238,Bo,Siwan,Bihar
841240,Bo,Siwan,Bihar
841239,Bo,Siwan,Bihar
841507,Bo,Siwan,Bihar
841439,Bo,Siwan,Bihar
841241,Bo,Siwan,Bihar
841504,Bo,Siwan,Bihar
841243,Bo,Siwan,Bihar
841226,Bo,Siwan,Bihar
841244,Bo,Siwan,Bihar
841506,Bo,Siwan,Bihar
847428,Bo,Darbhanga,Bihar
751002,Bo,Khordha,Odisha
824236,Bo,Gaya,Bihar
804435,Bo,Gaya,Bihar
804402,Bo,Arwal,Bihar
804419,Bo,Arwal,Bihar
804421,Bo,Arwal,Bihar
804423,Bo,Arwal,Bihar
804426,Bo,Arwal,Bihar
804428,Bo,Arwal,Bihar
804406,Bo,Jehanabad,Bihar
804417,Bo,Jehanabad,Bihar
804418,Bo,Jehanabad,Bihar
804420,Bo,Jehanabad,Bihar
852108,Bo,Supaul,Bihar
852109,Bo,Supaul,Bihar
852110,Bo,Supaul,Bihar
852115,Bo,Madhepura,Bihar
804422,Bo,Jehanabad,Bihar
804429,Bo,Jehanabad,Bihar
804424,Bo,Jehanabad,Bihar
804425,Bo,Jehanabad,Bihar
804427,Bo,Jehanabad,Bihar
494001,Bo,Bastar,Chhattisgarh
755044,Bo,Jajapur,Odisha
841245,Bo,Siwan,Bihar
753008,Bo,Cuttack,Odisha
755015,Bo,Jajapur,Odisha
383001,Bo,Sabar Kantha,Gujarat
841237,Bo,Siwan,Bihar
841502,Bo,Siwan,Bihar
384241,Bo,Patan,Gujarat
754114,Bo,Jagatsinghapur,Odisha
385340,Bo,Patan,Gujarat
384275,Bo,Patan,Gujarat
384245,Bo,Patan,Gujarat
384246,Bo,Patan,Gujarat
385350,Bo,Patan,Gujarat
841242,Bo,Siwan,Bihar
841287,Bo,Siwan,Bihar
755051,Bo,Jajapur,Odisha
754228,Bo,Kendrapara,Odisha
754245,Bo,Kendrapara,Odisha
384272,Bo,Patan,Gujarat
384151,Bo,Patan,Gujarat
385360,Bo,Patan,Gujarat
384285,Bo,Patan,Gujarat
755049,Bo,Jajapur,Odisha
393140,Bo,Narmada,Gujarat
393145,Bo,Narmada,Gujarat
841505,Bo,Gopalganj,Bihar
491888,Bo,Rajnandgaon,Chhattisgarh
754008,Bo,Cuttack,Odisha
754294,Bo,Jagatsinghapur,Odisha
841446,Bo,Siwan,Bihar
384221,Bo,Patan,Gujarat
384260,Bo,Mahesana,Gujarat
752111,Bo,Puri,Odisha
752114,Bo,Puri,Odisha
392165,Bo,Bharuch,Gujarat
392220,Bo,Bharuch,Gujarat
394115,Bo,Bharuch,Gujarat
393115,Bo,Bharuch,Gujarat
573103,Bo,Hassan,Karnataka
573162,Bo,Hassan,Karnataka
754010,Bo,Cuttack,Odisha
393030,Bo,Bharuch,Gujarat
811305,Bo,Jamui,Bihar
855101,Bo,Kishanganj,Bihar
394810,Bo,Bharuch,Gujarat
392150,Bo,Bharuch,Gujarat
577002,Bo,Davangere,Karnataka
577589,Bo,Davangere,Karnataka
577530,Bo,Davangere,Karnataka
577534,Bo,Davangere,Karnataka
577004,Bo,Davangere,Karnataka
493344,Bo,Baloda Bazar,Chhattisgarh
493449,Bo,Mahasamund,Chhattisgarh
493116,Bo,Raipur,Chhattisgarh
493332,Bo,Baloda Bazar,Chhattisgarh
493554,Bo,Mahasamund,Chhattisgarh
493118,Bo,Baloda Bazar,Chhattisgarh
493338,Bo,Baloda Bazar,Chhattisgarh
493221,Bo,Raipur,Chhattisgarh
851116,Bo,Begusarai,Bihar
573111,Bo,Hassan,Karnataka
573112,Bo,Hassan,Karnataka
491445,Bo,Rajnandgaon,Chhattisgarh
573115,Bo,Hassan,Karnataka
393110,Bo,Bharuch,Gujarat
392160,Bo,Bharuch,Gujarat
392170,Bo,Bharuch,Gujarat
392155,Bo,Bharuch,Gujarat
392012,Bo,Bharuch,Gujarat
393150,Bo,Narmada,Gujarat
393130,Bo,Narmada,Gujarat
392210,Bo,Bharuch,Gujarat
392015,Bo,Bharuch,Gujarat
387710,Bo,Anand,Gujarat
388430,Bo,Anand,Gujarat
388625,Bo,Anand,Gujarat
388150,Bo,Anand,Gujarat
388450,Bo,Anand,Gujarat
388460,Bo,Anand,Gujarat
388570,Bo,Anand,Gujarat
388170,Bo,Anand,Gujarat
387240,Bo,Anand,Gujarat
387550,Bo,Kheda,Gujarat
387365,Bo,Kheda,Gujarat
387380,Bo,Kheda,Gujarat
387115,Bo,Kheda,Gujarat
387330,Bo,Kheda,Gujarat
387650,Bo,Kheda,Gujarat
751017,Bo,Khordha,Odisha
387350,Bo,Kheda,Gujarat
387560,Bo,Kheda,Gujarat
387210,Bo,Anand,Gujarat
388610,Bo,Anand,Gujarat
388590,Bo,Anand,Gujarat
388550,Bo,Anand,Gujarat
388620,Bo,Anand,Gujarat
388440,Bo,Anand,Gujarat
388480,Bo,Anand,Gujarat
388180,Bo,Anand,Gujarat
493770,Bo,Dhamtari,Chhattisgarh
493996,Bo,Gariyaband,Chhattisgarh
392230,Bo,Bharuch,Gujarat
387310,Bo,Anand,Gujarat
493890,Bo,Gariyaband,Chhattisgarh
811211,Bo,Munger,Bihar
577007,Bo,Davangere,Karnataka
577003,Bo,Davangere,Karnataka
493335,Bo,Baloda Bazar,Chhattisgarh
493441,Bo,Raipur,Chhattisgarh
383235,Bo,Sabar Kantha,Gujarat
385135,Bo,Banas Kantha,Gujarat
385545,Bo,Banas Kantha,Gujarat
385550,Bo,Banas Kantha,Gujarat
493222,Bo,Baloda Bazar,Chhattisgarh
493196,Bo,Baloda Bazar,Chhattisgarh
493113,Bo,Baloda Bazar,Chhattisgarh
388140,Bo,Anand,Gujarat
388160,Bo,Anand,Gujarat
396440,Bo,Navsari,Gujarat
393151,Bo,Narmada,Gujarat
811308,Bo,Jamui,Bihar
811317,Bo,Jamui,Bihar
811312,Bo,Jamui,Bihar
385570,Bo,Banas Kantha,Gujarat
385555,Bo,Banas Kantha,Gujarat
385565,Bo,Banas Kantha,Gujarat
493773,Bo,Dhamtari,Chhattisgarh
493889,Bo,Gariyaband,Chhattisgarh
396427,Bo,Navsari,Gujarat
494661,Bo,Narayanpur,Chhattisgarh
312615,Bo,Pratapgarh,Rajasthan
126110,Bo,Jind,Haryana
126101,Bo,Jind,Haryana
126125,Bo,Jind,Haryana
126116,Bo,Jind,Haryana
494226,Bo,Kondagaon,Chhattisgarh
494229,Bo,Kondagaon,Chhattisgarh
494228,Bo,Kondagaon,Chhattisgarh
385540,Bo,Banas Kantha,Gujarat
385520,Bo,Banas Kantha,Gujarat
385001,Bo,Banas Kantha,Gujarat
385110,Bo,Banas Kantha,Gujarat
385530,Bo,Banas Kantha,Gujarat
385510,Bo,Banas Kantha,Gujarat
385210,Bo,Banas Kantha,Gujarat
385010,Bo,Banas Kantha,Gujarat
385120,Bo,Banas Kantha,Gujarat
380058,Bo,Ahmadabad,Gujarat
382210,Bo,Ahmadabad,Gujarat
382430,Bo,Ahmadabad,Gujarat
382433,Bo,Ahmadabad,Gujarat
382330,Bo,Ahmadabad,Gujarat
382425,Bo,Ahmadabad,Gujarat
382435,Bo,Ahmadabad,Gujarat
495683,Bo,Korba,Chhattisgarh
385330,Bo,Banas Kantha,Gujarat
495691,Bo,Janjgir-Champa,Chhattisgarh
495689,Bo,Janjgir-Champa,Chhattisgarh
495442,Bo,Bilaspur,Chhattisgarh
495330,Bo,Bilaspur,Chhattisgarh
495003,Bo,Bilaspur,Chhattisgarh
383010,Bo,Sabar Kantha,Gujarat
494670,Bo,Kanker,Chhattisgarh
494336,Bo,Kanker,Chhattisgarh
493891,Bo,Gariyaband,Chhattisgarh
393010,Bo,Bharuch,Gujarat
324005,Po,Kota,Rajasthan
325003,Po,Kota,Rajasthan
247001,Po,Saharanpur,Uttar Pradesh
324002,Po,Kota,Rajasthan
324003,Po,Kota,Rajasthan
494333,Bo,Kanker,Chhattisgarh
494776,Bo,Kanker,Chhattisgarh
491001,Bo,Durg,Chhattisgarh
388630,Bo,Anand,Gujarat
491335,Bo,Bemetara,Chhattisgarh
491332,Bo,Bemetara,Chhattisgarh
491331,Bo,Bemetara,Chhattisgarh
496001,Bo,Raigarh,Chhattisgarh
325209,Bo,Baran,Rajasthan
365555,Bo,Amreli,Gujarat
365601,Bo,Amreli,Gujarat
365610,Bo,Amreli,Gujarat
365421,Bo,Amreli,Gujarat
364522,Bo,Amreli,Gujarat
365440,Bo,Amreli,Gujarat
365630,Bo,Amreli,Gujarat
365410,Bo,Amreli,Gujarat
365435,Bo,Amreli,Gujarat
383450,Bo,Sabar Kantha,Gujarat
383434,Bo,Sabar Kantha,Gujarat
383460,Bo,Sabar Kantha,Gujarat
491221,Bo,Durg,Chhattisgarh
491225,Bo,Balod,Chhattisgarh
491226,Bo,Balod,Chhattisgarh
364130,Bo,Bhavnagar,Gujarat
364320,Bo,Bhavnagar,Gujarat
364505,Bo,Bhavnagar,Gujarat
360005,Po,Rajkot,Gujarat
363650,Bo,Morbi,Gujarat
360024,Bo,Rajkot,Gujarat
382424,Bo,Gandhinagar,Gujarat
495448,Bo,Korba,Chhattisgarh
495674,Bo,Korba,Chhattisgarh
363621,Bo,Morbi,Gujarat
364730,Bo,Botad,Gujarat
364740,Bo,Botad,Gujarat
364750,Bo,Botad,Gujarat
360311,Bo,Rajkot,Gujarat
364140,Bo,Bhavnagar,Gujarat
364260,Bo,Bhavnagar,Gujarat
364120,Bo,Bhavnagar,Gujarat
364145,Bo,Bhavnagar,Gujarat
364150,Bo,Bhavnagar,Gujarat
364330,Bo,Bhavnagar,Gujarat
490021,Bo,Durg,Chhattisgarh
490025,Bo,Durg,Chhattisgarh
491228,Bo,Balod,Chhattisgarh
491230,Bo,Balod,Chhattisgarh
491771,Bo,Balod,Chhattisgarh
364765,Bo,Botad,Gujarat
360060,Bo,Rajkot,Gujarat
360360,Bo,Rajkot,Gujarat
360370,Bo,Rajkot,Gujarat
360470,Bo,Rajkot,Gujarat
387220,Bo,Anand,Gujarat
387570,Bo,Kheda,Gujarat
387430,Bo,Kheda,Gujarat
382405,Bo,Ahmadabad,Gujarat
495557,Bo,Janjgir-Champa,Chhattisgarh
495687,Bo,Janjgir-Champa,Chhattisgarh
364310,Bo,Bhavnagar,Gujarat
364060,Bo,Bhavnagar,Gujarat
250001,Po,Meerut,Uttar Pradesh
121102,Bo,Palwal,Haryana
250110,Po,Meerut,Uttar Pradesh
464770,Bo,Raisen,Madhya Pradesh
495661,Bo,Janjgir-Champa,Chhattisgarh
491223,Bo,Durg,Chhattisgarh
493555,Bo,Mahasamund,Chhattisgarh
385130,Bo,Banas Kantha,Gujarat
495682,Bo,Korba,Chhattisgarh
382120,Bo,Ahmadabad,Gujarat
382460,Bo,Ahmadabad,Gujarat
382455,Bo,Ahmadabad,Gujarat
382115,Bo,Ahmadabad,Gujarat
382145,Bo,Ahmadabad,Gujarat
382265,Bo,Ahmadabad,Gujarat
382240,Bo,Ahmadabad,Gujarat
382230,Bo,Ahmadabad,Gujarat
491668,Bo,Rajnandgaon,Chhattisgarh
382427,Bo,Ahmadabad,Gujarat
491885,Bo,Rajnandgaon,Chhattisgarh
491558,Bo,Rajnandgaon,Chhattisgarh
491557,Bo,Rajnandgaon,Chhattisgarh
491661,Bo,Rajnandgaon,Chhattisgarh
585102,Bo,Kalaburagi,Karnataka
585212,Bo,Kalaburagi,Karnataka
585265,Bo,Kalaburagi,Karnataka
585310,Bo,Kalaburagi,Karnataka
573116,Bo,Hassan,Karnataka
753014,Bo,Cuttack,Odisha
585311,Bo,Kalaburagi,Karnataka
585312,Bo,Kalaburagi,Karnataka
585313,Bo,Kalaburagi,Karnataka
585314,Bo,Kalaburagi,Karnataka
221007,Po,Varanasi,Uttar Pradesh
600100,Po,Chengalpattu,Tamil Nadu
363330,Bo,Morbi,Gujarat
244001,Po,Moradabad,Uttar Pradesh
363745,Bo,Surendranagar,Gujarat
363520,Bo,Surendranagar,Gujarat
387345,Bo,Kheda,Gujarat
387355,Bo,Kheda,Gujarat
387360,Bo,Kheda,Gujarat
387002,Bo,Kheda,Gujarat
387230,Bo,Kheda,Gujarat
363410,Bo,Surendranagar,Gujarat
363750,Bo,Surendranagar,Gujarat
363115,Bo,Surendranagar,Gujarat
363310,Bo,Surendranagar,Gujarat
363780,Bo,Surendranagar,Gujarat
493195,Bo,Baloda Bazar,Chhattisgarh
574313,Bo,Dakshina Kannada,Karnataka
491227,Bo,Balod,Chhattisgarh
243001,Po,Bareilly,Uttar Pradesh
362263,Bo,Junagadh,Gujarat
251001,Po,Muzaffarnagar,Uttar Pradesh
362140,Bo,Gir Somnath,Gujarat
365620,Bo,Amreli,Gujarat
365220,Bo,Amreli,Gujarat
313011,Bo,Udaipur,Rajasthan
313003,Bo,Udaipur,Rajasthan
365540,Bo,Amreli,Gujarat
365550,Bo,Amreli,Gujarat
365640,Bo,Amreli,Gujarat
363040,Bo,Surendranagar,Gujarat
360576,Bo,Porbandar,Gujarat
362625,Bo,Junagadh,Gujarat
362225,Bo,Junagadh,Gujarat
574219,Bo,Dakshina Kannada,Karnataka
574221,Bo,Dakshina Kannada,Karnataka
574222,Bo,Dakshina Kannada,Karnataka
574326,Bo,Dakshina Kannada,Karnataka
363423,Bo,Surendranagar,Gujarat
363020,Bo,Surendranagar,Gujarat
363760,Bo,Surendranagar,Gujarat
363775,Bo,Surendranagar,Gujarat
491336,Bo,Kabirdham,Chhattisgarh
495555,Bo,Bilaspur,Chhattisgarh
495006,Bo,Bilaspur,Chhattisgarh
360030,Bo,Rajkot,Gujarat
495686,Bo,Janjgir-Champa,Chhattisgarh
385560,Bo,Banas Kantha,Gujarat
385410,Bo,Banas Kantha,Gujarat
385575,Bo,Banas Kantha,Gujarat
495695,Bo,Janjgir-Champa,Chhattisgarh
495660,Bo,Janjgir-Champa,Chhattisgarh
495671,Bo,Janjgir-Champa,Chhattisgarh
574217,Bo,Dakshina Kannada,Karnataka
574218,Bo,Dakshina Kannada,Karnataka
574328,Bo,Dakshina Kannada,Karnataka
574198,Bo,Dakshina Kannada,Karnataka
585325,Bo,Kalaburagi,Karnataka
585316,Bo,Kalaburagi,Karnataka
585236,Bo,Kalaburagi,Karnataka
585217,Bo,Kalaburagi,Karnataka
494446,Bo,Bijapur,Chhattisgarh
382245,Bo,Botad,Gujarat
494444,Bo,Bijapur,Chhattisgarh
382465,Bo,Ahmadabad,Gujarat
495556,Bo,Janjgir-Champa,Chhattisgarh
495115,Bo,Bilaspur,Chhattisgarh
495551,Bo,Bilaspur,Chhattisgarh
571215,Bo,Kodagu,Karnataka
571216,Bo,Kodagu,Karnataka
571235,Bo,Kodagu,Karnataka
754005,Bo,Khordha,Odisha
382130,Bo,Ahmadabad,Gujarat
382250,Bo,Ahmadabad,Gujarat
495334,Bo,Mungeli,Chhattisgarh
382140,Bo,Ahmadabad,Gujarat
382110,Bo,Ahmadabad,Gujarat
382150,Bo,Ahmadabad,Gujarat
382170,Bo,Ahmadabad,Gujarat
495445,Bo,Korba,Chhattisgarh
495118,Bo,Gaurella Pendra Marwahi,Chhattisgarh
382449,Bo,Ahmadabad,Gujarat
495335,Bo,Mungeli,Chhattisgarh
382470,Bo,Ahmadabad,Gujarat
380060,Bo,Ahmadabad,Gujarat
382225,Bo,Ahmadabad,Gujarat
382220,Bo,Ahmadabad,Gujarat
382463,Bo,Ahmadabad,Gujarat
382255,Bo,Botad,Gujarat
574223,Bo,Dakshina Kannada,Karnataka
577228,Bo,Chikkamagaluru,Karnataka
577515,Bo,Chitradurga,Karnataka
577597,Bo,Chitradurga,Karnataka
577519,Bo,Chitradurga,Karnataka
577541,Bo,Chitradurga,Karnataka
577542,Bo,Chitradurga,Karnataka
577502,Bo,Chitradurga,Karnataka
495009,Bo,Bilaspur,Chhattisgarh
577517,Bo,Chitradurga,Karnataka
577545,Bo,Chitradurga,Karnataka
497101,Bo,Surguja,Chhattisgarh
571214,Bo,Kodagu,Karnataka
495684,Bo,Korba,Chhattisgarh
495447,Bo,Korba,Chhattisgarh
577556,Bo,Davangere,Karnataka
577512,Bo,Davangere,Karnataka
577513,Bo,Davangere,Karnataka
577514,Bo,Davangere,Karnataka
577553,Bo,Davangere,Karnataka
577566,Bo,Davangere,Karnataka
577601,Bo,Davangere,Karnataka
577528,Bo,Davangere,Karnataka
577516,Bo,Davangere,Karnataka
577511,Bo,Chitradurga,Karnataka
577558,Bo,Chitradurga,Karnataka
577543,Bo,Chitradurga,Karnataka
497231,Bo,Surajpur,Chhattisgarh
497235,Bo,Surajpur,Chhattisgarh
577596,Bo,Chitradurga,Karnataka
494334,Bo,Kanker,Chhattisgarh
494665,Bo,Kanker,Chhattisgarh
494777,Bo,Kanker,Chhattisgarh
494669,Bo,Kanker,Chhattisgarh
493448,Bo,Kanker,Chhattisgarh
574220,Bo,Dakshina Kannada,Karnataka
574224,Bo,Dakshina Kannada,Karnataka
577525,Bo,Davangere,Karnataka
495449,Bo,Korba,Chhattisgarh
495554,Bo,Janjgir-Champa,Chhattisgarh
495117,Bo,Gaurella Pendra Marwahi,Chhattisgarh
574279,Bo,Dakshina Kannada,Karnataka
577005,Bo,Davangere,Karnataka
577006,Bo,Davangere,Karnataka
134205,Bo,Panchkula,Haryana
495119,Bo,Gaurella Pendra Marwahi,Chhattisgarh
134203,Bo,Ambala,Haryana
134201,Bo,Ambala,Haryana
495553,Bo,Janjgir-Champa,Chhattisgarh
494337,Bo,Kanker,Chhattisgarh
494771,Bo,Kanker,Chhattisgarh
494447,Bo,Bijapur,Chhattisgarh
494450,Bo,Bijapur,Chhattisgarh
133302,Bo,Panchkula,Haryana
494553,Bo,Dantewada,Chhattisgarh
494222,Bo,Bastar,Chhattisgarh
494223,Bo,Bastar,Chhattisgarh
494224,Bo,Bastar,Chhattisgarh
491995,Bo,Kabirdham,Chhattisgarh
123411,Bo,Rewari,Haryana
123301,Bo,Rewari,Haryana
123103,Bo,Rewari,Haryana
123106,Bo,Rewari,Haryana
123302,Bo,Rewari,Haryana
123101,Bo,Rewari,Haryana
491222,Bo,Balod,Chhattisgarh
494331,Bo,Kondagaon,Chhattisgarh
493661,Bo,Raipur,Chhattisgarh
493225,Bo,Raipur,Chhattisgarh
493526,Bo,Baloda Bazar,Chhattisgarh
493445,Bo,Mahasamund,Chhattisgarh
493111,Bo,Raipur,Chhattisgarh
492101,Bo,Raipur,Chhattisgarh
493114,Bo,Raipur,Chhattisgarh
493228,Bo,Baloda Bazar,Chhattisgarh
493551,Bo,Mahasamund,Chhattisgarh
123412,Bo,Rewari,Haryana
492015,Bo,Raipur,Chhattisgarh
123027,Bo,Mahendragarh,Haryana
495446,Bo,Korba,Chhattisgarh
495450,Bo,Korba,Chhattisgarh
495454,Bo,Korba,Chhattisgarh
493331,Bo,Baloda Bazar,Chhattisgarh
571101,Bo,Mysuru,Karnataka
493663,Bo,Dhamtari,Chhattisgarh
493662,Bo,Dhamtari,Chhattisgarh
493888,Bo,Gariyaband,Chhattisgarh
493778,Bo,Dhamtari,Chhattisgarh
492109,Bo,Dhamtari,Chhattisgarh
493992,Bo,Gariyaband,Chhattisgarh
493885,Bo,Dhamtari,Chhattisgarh
591115,Bo,Belagavi,Karnataka
591153,Bo,Belagavi,Karnataka
591119,Bo,Belagavi,Karnataka
491444,Bo,Rajnandgaon,Chhattisgarh
491881,Bo,Rajnandgaon,Chhattisgarh
495692,Bo,Janjgir-Champa,Chhattisgarh
495688,Bo,Janjgir-Champa,Chhattisgarh
495690,Bo,Janjgir-Champa,Chhattisgarh
571440,Bo,Chamarajanagara,Karnataka
491229,Bo,Rajnandgaon,Chhattisgarh
491666,Bo,Rajnandgaon,Chhattisgarh
570008,Bo,Mysuru,Karnataka
570019,Bo,Mysuru,Karnataka
571102,Bo,Mysuru,Karnataka
491559,Bo,Kabirdham,Chhattisgarh
497001,Bo,Surajpur,Chhattisgarh
497335,Bo,Korea,Chhattisgarh
497119,Bo,Balrampur,Chhattisgarh
571103,Bo,Mysuru,Karnataka
570026,Bo,Mysuru,Karnataka
571617,Bo,Mysuru,Karnataka
571610,Bo,Mysuru,Karnataka
571125,Bo,Mysuru,Karnataka
571601,Bo,Mysuru,Karnataka
570003,Bo,Mysuru,Karnataka
570018,Bo,Mysuru,Karnataka
571104,Bo,Mysuru,Karnataka
571114,Bo,Mysuru,Karnataka
571105,Bo,Mysuru,Karnataka
571116,Bo,Mysuru,Karnataka
571311,Bo,Mysuru,Karnataka
571187,Bo,Mysuru,Karnataka
571134,Bo,Mysuru,Karnataka
571602,Bo,Mysuru,Karnataka
571108,Bo,Mysuru,Karnataka
571604,Bo,Mysuru,Karnataka
571121,Bo,Mysuru,Karnataka
562120,Bo,Ramanagara,Karnataka
562159,Bo,Ramanagara,Karnataka
562126,Bo,Ramanagara,Karnataka
562127,Bo,Ramanagara,Karnataka
562128,Bo,Ramanagara,Karnataka
562131,Bo,Ramanagara,Karnataka
562162,Bo,Bengaluru Urban,Karnataka
561205,Bo,Bengaluru Rural,Karnataka
562122,Bo,Bengaluru Rural,Karnataka
562123,Bo,Bengaluru Rural,Karnataka
562130,Bo,Bengaluru Rural,Karnataka
124412,Bo,Rohtak,Haryana
562121,Bo,Ramanagara,Karnataka
571130,Bo,Mysuru,Karnataka
124113,Bo,Rohtak,Haryana
124112,Bo,Rohtak,Haryana
124022,Bo,Rohtak,Haryana
124010,Bo,Rohtak,Haryana
124303,Bo,Rohtak,Haryana
562125,Bo,Bengaluru Urban,Karnataka
562129,Bo,Bengaluru Rural,Karnataka
124514,Bo,Rohtak,Haryana
124111,Bo,Rohtak,Haryana
494449,Bo,Dantewada,Chhattisgarh
591118,Bo,Belagavi,Karnataka
125047,Bo,Hisar,Haryana
125007,Bo,Hisar,Haryana
125121,Bo,Hisar,Haryana
125042,Bo,Hisar,Haryana
123102,Bo,Rewari,Haryana
123303,Bo,Rewari,Haryana
123035,Bo,Rewari,Haryana
123401,Bo,Rewari,Haryana
131001,Bo,Sonipat,Haryana
131021,Bo,Sonipat,Haryana
494122,Bo,Sukma,Chhattisgarh
494441,Bo,Dantewada,Chhattisgarh
494556,Bo,Dantewada,Chhattisgarh
494114,Bo,Sukma,Chhattisgarh
571603,Bo,Mysuru,Karnataka
571107,Bo,Mysuru,Karnataka
571189,Bo,Mysuru,Karnataka
571106,Bo,Mysuru,Karnataka
124406,Bo,Rohtak,Haryana
124102,Bo,Jhajjar,Haryana
124103,Bo,Jhajjar,Haryana
124106,Bo,Jhajjar,Haryana
124104,Bo,Jhajjar,Haryana
124146,Bo,Jhajjar,Haryana
124108,Bo,Jhajjar,Haryana
123021,Bo,Mahendragarh,Haryana
123029,Bo,Mahendragarh,Haryana
123023,Bo,Mahendragarh,Haryana
123024,Bo,Mahendragarh,Haryana
131304,Bo,Sonipat,Haryana
125011,Bo,Hisar,Haryana
496223,Bo,Jashpur,Chhattisgarh
497449,Bo,Korea,Chhattisgarh
497339,Bo,Korea,Chhattisgarh
497778,Bo,Korea,Chhattisgarh
497559,Bo,Korea,Chhattisgarh
497224,Bo,Balrampur,Chhattisgarh
497442,Bo,Korea,Chhattisgarh
497223,Bo,Surajpur,Chhattisgarh
497118,Bo,Balrampur,Chhattisgarh
497220,Bo,Balrampur,Chhattisgarh
497333,Bo,Surajpur,Chhattisgarh
497225,Bo,Balrampur,Chhattisgarh
497447,Bo,Korea,Chhattisgarh
497117,Bo,Surajpur,Chhattisgarh
497226,Bo,Surajpur,Chhattisgarh
497331,Bo,Korea,Chhattisgarh
123028,Bo,Mahendragarh,Haryana
492112,Bo,Mahasamund,Chhattisgarh
496225,Bo,Jashpur,Chhattisgarh
496113,Bo,Jashpur,Chhattisgarh
496220,Bo,Jashpur,Chhattisgarh
497229,Bo,Surajpur,Chhattisgarh
496661,Bo,Raigarh,Chhattisgarh
496100,Bo,Raigarh,Chhattisgarh
497116,Bo,Surguja,Chhattisgarh
496118,Bo,Raigarh,Chhattisgarh
496440,Bo,Raigarh,Chhattisgarh
496115,Bo,Raigarh,Chhattisgarh
496445,Bo,Raigarh,Chhattisgarh
496554,Bo,Raigarh,Chhattisgarh
496107,Bo,Raigarh,Chhattisgarh
136034,Bo,Kaithal,Haryana
136042,Bo,Kaithal,Haryana
136027,Bo,Kaithal,Haryana
126113,Bo,Jind,Haryana
126112,Bo,Jind,Haryana
136156,Bo,Kurukshetra,Haryana
136030,Bo,Kurukshetra,Haryana
136129,Bo,Kurukshetra,Haryana
136130,Bo,Kurukshetra,Haryana
591110,Bo,Belagavi,Karnataka
591173,Bo,Belagavi,Karnataka
591114,Bo,Belagavi,Karnataka
591117,Bo,Belagavi,Karnataka
591130,Bo,Belagavi,Karnataka
591126,Bo,Belagavi,Karnataka
591127,Bo,Belagavi,Karnataka
585322,Bo,Kalaburagi,Karnataka
582111,Bo,Gadag,Karnataka
582112,Bo,Gadag,Karnataka
582113,Bo,Gadag,Karnataka
136020,Bo,Kaithal,Haryana
136035,Bo,Kaithal,Haryana
126114,Bo,Jind,Haryana
126115,Bo,Jind,Haryana
126152,Bo,Jind,Haryana
583102,Bo,Ballari,Karnataka
125048,Bo,Fatehabad,Haryana
561201,Bo,Ramanagara,Karnataka
562164,Bo,Bengaluru Rural,Karnataka
132039,Bo,Karnal,Haryana
132054,Bo,Karnal,Haryana
132114,Bo,Karnal,Haryana
132036,Bo,Karnal,Haryana
132037,Bo,Karnal,Haryana
132157,Bo,Karnal,Haryana
132024,Bo,Karnal,Haryana
132023,Bo,Karnal,Haryana
125051,Bo,Fatehabad,Haryana
125120,Bo,Fatehabad,Haryana
125044,Bo,Hisar,Haryana
125113,Bo,Hisar,Haryana
125055,Bo,Sirsa,Haryana
125078,Bo,Sirsa,Haryana
132046,Bo,Karnal,Haryana
132116,Bo,Karnal,Haryana
132122,Bo,Panipat,Haryana
132107,Bo,Panipat,Haryana
132113,Bo,Panipat,Haryana
